text,emotion,emotion_label_1,emotion_label_2,combined_emotions_list
"Wow, you're really killing it with your new project! I can't wait to see the final result. You're truly inspiring 😍","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're really killing it with your new project! I'm so impressed by your dedication and creativity. *heart eyes* Can't wait to see how it all comes together 💪🏼","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're really killing it! I'm so impressed and jealous of your skills 😍 Do you have any secrets to share? 🤔","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're really killing it! I'm so impressed by your progress and can't help but feel a little jealous 😍. Can I pick your brain sometime about how you've been able to make such great strides? 🤔","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're really killing it! I'm so inspired by your confidence and determination. 😍 Can't wait to see where this journey takes you.","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're really killing it! I'm so inspired by your passion and dedication 😍 Can I get your autograph? 🤔","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're really killing it! I'm so inspired by your passion and drive. Can I join in on the fun? 😍","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so amazing! I can't believe how talented and successful you are 😍 I wish I could be half as cool and confident as you 😆 Can we hang out sometime soon?","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so amazing! I can't stop thinking about you 😍 I want to be with you all the time 💕 Hope you feel the same way!","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so amazing! I can't stop thinking about you 😍 I wish I could be as confident and charming as you 💕 Hope to see you soon!","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so cool and attractive! I can't help but want to be around you more 😍😘.","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so cool! I wish I could be as confident and charismatic as you 😍 Hopefully, I can learn from your vibe and become more like it myself 💖","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so talented and gorgeous! I can't believe I get to spend time with you 😍 I hope I can keep up with your energy and charm 💨 You're definitely turning my head 😉","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so talented and inspiring! I can't help but feel drawn to your creativity and passion. Can't wait to see what you come up with next 😍","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, you're so talented! I can't believe how much you've accomplished at such a young age. *heart eyes* Can I be you when I grow up? 😍","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, your plans sound amazing! I'm so down to join in on the fun 😍 Can't wait to hang out and catch up 💕","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Wow, your plans sound amazing! I'm so jealous of your adventure 😍 Can't wait to hear all about it when you get back 🤩"".","admiration, desire",admiration,desire,"['admiration', 'desire']"
"Haha oh man, that is so true! I can totally relate to that. 😂",amusement,amusement,,['amusement']
"Haha oh man, that's hilarious! I can totally picture it 😂.",amusement,amusement,,['amusement']
"Haha oh man, that's hilarious! I can totally see it now 😂. Did you hear about the chicken who crossed the playground? 🐔🏋️‍♀️.",amusement,amusement,,['amusement']
"Haha oh man, that's hilarious! I can totally see why you're obsessed with that meme now 😂👍",amusement,amusement,,['amusement']
Haha oh my god that is hilarious! I can't believe they actually did that 😂👏,amusement,amusement,,['amusement']
Haha oh my god that was hilarious! I can't stop giggling about it 😂🤣,amusement,amusement,,['amusement']
Haha oh my god that was hilarious! I can't stop laughing at how awkward he looked during his speech 😂🤣.,amusement,amusement,,['amusement']
"Haha oh my god, did you see that?! The dog totally chased its tail for like 5 seconds straight! 😂 I can't stop laughing!",amusement,amusement,,['amusement']
"Haha oh my god, that dog just chased that cat down the street and now they're both running in circles around each other! 😂🐶🐱 I can't even 😂",amusement,amusement,,['amusement']
"Haha oh wow, that is hilarious! I can totally see why they did that 😂",amusement,amusement,,['amusement']
"Haha omg I can't believe what happened at the party last night! You know how Tim kept insisting on doing that dance from his favorite music video? Yeah, well, he took it to a whole new level and ended up in a inflatable sumo suit 😂🎉 It was so random and hilarious, I'm still chuckling about it now! 😄",amusement,amusement,,['amusement']
Haha omg did you see that?! The dog totally chased its tail for like 5 minutes straight 😂🐶 So funny!,amusement,amusement,,['amusement']
Haha omg that concert was lit! I can't believe he did that during the performance 😂🎉,amusement,amusement,,['amusement']
"Haha omg that was so funny! I can't believe he did that 😂👍. You know what they say, 'you had me at hello' 💕 #amusement #goodtimes #laughteristherapy",amusement,amusement,,['amusement']
Haha omg that's hilarious! I can totally picture it in my head 😂,amusement,amusement,,['amusement']
"Haha omg, that's hilarious! 😂 Can you imagine? 🤣",amusement,amusement,,['amusement']
Haha wut?! That's hilarious! 😂 Can't believe they did that!,amusement,amusement,,['amusement']
"Haha, I can't believe you just did that! 😂 That was totally unexpected and so funny. 😆 Can we keep the laughter going?",amusement,amusement,,['amusement']
"Haha, I knew it! 😂 That was hilarious. Can't wait to see what else you've got up your sleeve.",amusement,amusement,,['amusement']
"Haha, I knew it! 😂 That's so ridiculous, I can't believe they actually did that. 😅",amusement,amusement,,['amusement']
"Haha, I know right? That meme is gold! 😂👍",amusement,amusement,,['amusement']
"Haha, I know right? That meme is hilarious! 😂🤣",amusement,amusement,,['amusement']
"Haha, did they just really do that? 😂 That's hilarious! 😆 Can't wait to see how this plays out.",amusement,amusement,,['amusement']
